TIME,CH1,SBP,DBP,Model,TBS1102C
-3.2000 ,-0.7200 ,114,85,Firmware Version,v2015-08-04-prequal4ch70_v1.3
-3.1970 ,-0.7400 ,,,,
-3.1940 ,-0.7400 ,,,Point Format,Y
-3.1900 ,-0.7600 ,,,Horizontal Units,S
-3.1870 ,-0.7600 ,,,Horizontal Scale,0.4
-3.1840 ,-0.8000 ,,,Sample Interval,0.0032
-3.1810 ,-0.7800 ,,,Filter Frequency,2.00E+08
-3.1780 ,-0.8000 ,,,Record Length,2000
-3.1740 ,-0.8200 ,,,Gating,0.0% to 100.0%
-3.1710 ,-0.8200 ,,,Probe Attenuation,10
-3.1680 ,-0.8200 ,,,Vertical Units,V
-3.1650 ,-0.8400 ,,,Vertical Offset,0
-3.1620 ,-0.8600 ,,,Vertical Scale,0.5
-3.1580 ,-0.8800 ,,,Label,
-3.1550 ,-0.8800 ,,,,
-3.1520 ,-0.8800 ,,,,
-3.1490 ,-0.8800 ,,,,
-3.1460 ,-0.9000 ,,,,
-3.1420 ,-0.9200 ,,,,
-3.1390 ,-0.9200 ,,,,
-3.1360 ,-0.9200 ,,,,
-3.1330 ,-0.9400 ,,,,
-3.1300 ,-0.9400 ,,,,
-3.1260 ,-0.9400 ,,,,
-3.1230 ,-0.9600 ,,,,
-3.1200 ,-0.9600 ,,,,
-3.1170 ,-0.9800 ,,,,
-3.1140 ,-0.9600 ,,,,
-3.1100 ,-0.9800 ,,,,
-3.1070 ,-0.9800 ,,,,
-3.1040 ,-0.9800 ,,,,
-3.1010 ,-1.0000 ,,,,
-3.0980 ,-1.0000 ,,,,
-3.0940 ,-1.0000 ,,,,
-3.0910 ,-1.0000 ,,,,
-3.0880 ,-1.0000 ,,,,
-3.0850 ,-1.0200 ,,,,
-3.0820 ,-1.0200 ,,,,
-3.0780 ,-1.0200 ,,,,
-3.0750 ,-1.0400 ,,,,
-3.0720 ,-1.0400 ,,,,
-3.0690 ,-1.0400 ,,,,
-3.0660 ,-1.0400 ,,,,
-3.0620 ,-1.0600 ,,,,
-3.0590 ,-1.0600 ,,,,
-3.0560 ,-1.0600 ,,,,
-3.0530 ,-1.0600 ,,,,
-3.0500 ,-1.0800 ,,,,
-3.0460 ,-1.1000 ,,,,
-3.0430 ,-1.0800 ,,,,
-3.0400 ,-1.0800 ,,,,
-3.0370 ,-1.1000 ,,,,
-3.0340 ,-1.0800 ,,,,
-3.0300 ,-1.1000 ,,,,
-3.0270 ,-1.1000 ,,,,
-3.0240 ,-1.1200 ,,,,
-3.0210 ,-1.1000 ,,,,
-3.0180 ,-1.1200 ,,,,
-3.0140 ,-1.1200 ,,,,
-3.0110 ,-1.1200 ,,,,
-3.0080 ,-1.1400 ,,,,
-3.0050 ,-1.1400 ,,,,
-3.0020 ,-1.1400 ,,,,
-2.9980 ,-1.1600 ,,,,
-2.9950 ,-1.1600 ,,,,
-2.9920 ,-1.1800 ,,,,
-2.9890 ,-1.1800 ,,,,
-2.9860 ,-1.1800 ,,,,
-2.9820 ,-1.2000 ,,,,
-2.9790 ,-1.2000 ,,,,
-2.9760 ,-1.2200 ,,,,
-2.9730 ,-1.2200 ,,,,
-2.9700 ,-1.2200 ,,,,
-2.9660 ,-1.2400 ,,,,
-2.9630 ,-1.2600 ,,,,
-2.9600 ,-1.2600 ,,,,
-2.9570 ,-1.2600 ,,,,
-2.9540 ,-1.2800 ,,,,
-2.9500 ,-1.2800 ,,,,
-2.9470 ,-1.2800 ,,,,
-2.9440 ,-1.2800 ,,,,
-2.9410 ,-1.3000 ,,,,
-2.9380 ,-1.3000 ,,,,
-2.9340 ,-1.3000 ,,,,
-2.9310 ,-1.3200 ,,,,
-2.9280 ,-1.3200 ,,,,
-2.9250 ,-1.3400 ,,,,
-2.9220 ,-1.3400 ,,,,
-2.9180 ,-1.3400 ,,,,
-2.9150 ,-1.3600 ,,,,
-2.9120 ,-1.3400 ,,,,
-2.9090 ,-1.3600 ,,,,
-2.9060 ,-1.3600 ,,,,
-2.9020 ,-1.3600 ,,,,
-2.8990 ,-1.3600 ,,,,
-2.8960 ,-1.3600 ,,,,
-2.8930 ,-1.3600 ,,,,
-2.8900 ,-1.3400 ,,,,
-2.8860 ,-1.3200 ,,,,
-2.8830 ,-1.3000 ,,,,
-2.8800 ,-1.2800 ,,,,
-2.8770 ,-1.2600 ,,,,
-2.8740 ,-1.2000 ,,,,
-2.8700 ,-1.1400 ,,,,
-2.8670 ,-1.0800 ,,,,
-2.8640 ,-1.0000 ,,,,
-2.8610 ,-0.9200 ,,,,
-2.8580 ,-0.8200 ,,,,
-2.8540 ,-0.7200 ,,,,
-2.8510 ,-0.6000 ,,,,
-2.8480 ,-0.4800 ,,,,
-2.8450 ,-0.3600 ,,,,
-2.8420 ,-0.2000 ,,,,
-2.8380 ,-0.0600 ,,,,
-2.8350 ,0.0600 ,,,,
