TIME,CH1,SBP,DBP,Model,TBS1102C
-3.20000 ,0.78000 ,121,78,Firmware Version,v2015-08-04-prequal4ch70_v1.3
-3.19700 ,0.94000 ,,,,
-3.19400 ,1.10000 ,,,Point Format,Y
-3.19000 ,1.30000 ,,,Horizontal Units,S
-3.18700 ,1.46000 ,,,Horizontal Scale,0.4
-3.18400 ,1.62000 ,,,Sample Interval,0.0032
-3.18100 ,1.74000 ,,,Filter Frequency,2.00E+08
-3.17800 ,1.90000 ,,,Record Length,2000
-3.17400 ,2.02000 ,,,Gating,0.0% to 100.0%
-3.17100 ,2.14000 ,,,Probe Attenuation,10
-3.16800 ,2.26000 ,,,Vertical Units,V
-3.16500 ,2.34000 ,,,Vertical Offset,0
-3.16200 ,2.42000 ,,,Vertical Scale,1
-3.15800 ,2.50000 ,,,Label,
-3.15500 ,2.54000 ,,,,
-3.15200 ,2.58000 ,,,,
-3.14900 ,2.62000 ,,,,
-3.14600 ,2.70000 ,,,,
-3.14200 ,2.70000 ,,,,
-3.13900 ,2.74000 ,,,,
-3.13600 ,2.74000 ,,,,
-3.13300 ,2.74000 ,,,,
-3.13000 ,2.78000 ,,,,
-3.12600 ,2.78000 ,,,,
-3.12300 ,2.78000 ,,,,
-3.12000 ,2.74000 ,,,,
-3.11700 ,2.74000 ,,,,
-3.11400 ,2.70000 ,,,,
-3.11000 ,2.66000 ,,,,
-3.10700 ,2.66000 ,,,,
-3.10400 ,2.66000 ,,,,
-3.10100 ,2.66000 ,,,,
-3.09800 ,2.62000 ,,,,
-3.09400 ,2.62000 ,,,,
-3.09100 ,2.62000 ,,,,
-3.08800 ,2.58000 ,,,,
-3.08500 ,2.50000 ,,,,
-3.08200 ,2.50000 ,,,,
-3.07800 ,2.46000 ,,,,
-3.07500 ,2.46000 ,,,,
-3.07200 ,2.42000 ,,,,
-3.06900 ,2.38000 ,,,,
-3.06600 ,2.34000 ,,,,
-3.06200 ,2.30000 ,,,,
-3.05900 ,2.30000 ,,,,
-3.05600 ,2.26000 ,,,,
-3.05300 ,2.22000 ,,,,
-3.05000 ,2.18000 ,,,,
-3.04600 ,2.10000 ,,,,
-3.04300 ,2.06000 ,,,,
-3.04000 ,2.02000 ,,,,
-3.03700 ,1.98000 ,,,,
-3.03400 ,1.94000 ,,,,
-3.03000 ,1.90000 ,,,,
-3.02700 ,1.86000 ,,,,
-3.02400 ,1.82000 ,,,,
-3.02100 ,1.74000 ,,,,
-3.01800 ,1.70000 ,,,,
-3.01400 ,1.66000 ,,,,
-3.01100 ,1.58000 ,,,,
-3.00800 ,1.50000 ,,,,
-3.00500 ,1.50000 ,,,,
-3.00200 ,1.42000 ,,,,
-2.99800 ,1.34000 ,,,,
-2.99500 ,1.26000 ,,,,
-2.99200 ,1.22000 ,,,,
-2.98900 ,1.18000 ,,,,
-2.98600 ,1.06000 ,,,,
-2.98200 ,0.98000 ,,,,
-2.97900 ,0.94000 ,,,,
-2.97600 ,0.86000 ,,,,
-2.97300 ,0.78000 ,,,,
-2.97000 ,0.74000 ,,,,
-2.96600 ,0.66000 ,,,,
-2.96300 ,0.58000 ,,,,
-2.96000 ,0.54000 ,,,,
-2.95700 ,0.46000 ,,,,
-2.95400 ,0.42000 ,,,,
-2.95000 ,0.38000 ,,,,
-2.94700 ,0.30000 ,,,,
-2.94400 ,0.26000 ,,,,
-2.94100 ,0.22000 ,,,,
-2.93800 ,0.22000 ,,,,
-2.93400 ,0.18000 ,,,,
-2.93100 ,0.14000 ,,,,
-2.92800 ,0.14000 ,,,,
-2.92500 ,0.10000 ,,,,
-2.92200 ,0.02000 ,,,,
-2.91800 ,0.06000 ,,,,
-2.91500 ,0.02000 ,,,,
-2.91200 ,0.02000 ,,,,
-2.90900 ,-0.02000 ,,,,
-2.90600 ,-0.02000 ,,,,
-2.90200 ,-0.02000 ,,,,
-2.89900 ,-0.06000 ,,,,
-2.89600 ,-0.06000 ,,,,
-2.89300 ,-0.06000 ,,,,
-2.89000 ,-0.10000 ,,,,
-2.88600 ,-0.06000 ,,,,
-2.88300 ,-0.06000 ,,,,
-2.88000 ,-0.10000 ,,,,
-2.87700 ,-0.10000 ,,,,
-2.87400 ,-0.10000 ,,,,
-2.87000 ,-0.10000 ,,,,
-2.86700 ,-0.10000 ,,,,
-2.86400 ,-0.10000 ,,,,
-2.86100 ,-0.10000 ,,,,
-2.85800 ,-0.10000 ,,,,
-2.85400 ,-0.10000 ,,,,
-2.85100 ,-0.10000 ,,,,
-2.84800 ,-0.10000 ,,,,
-2.84500 ,-0.14000 ,,,,
-2.84200 ,-0.14000 ,,,,
-2.83800 ,-0.14000 ,,,,
-2.83500 ,-0.14000 ,,,,
