TIME,CH1,SBP,DBP,Model,TBS1102C
-3.20000 ,-1.28000 ,117,70,Firmware Version,v2015-08-04-prequal4ch70_v1.3
-3.19700 ,-1.28000 ,,,,
-3.19400 ,-1.28000 ,,,Point Format,Y
-3.19000 ,-1.36000 ,,,Horizontal Units,S
-3.18700 ,-1.36000 ,,,Horizontal Scale,0.4
-3.18400 ,-1.36000 ,,,Sample Interval,0.0032
-3.18100 ,-1.36000 ,,,Filter Frequency,2.00E+08
-3.17800 ,-1.36000 ,,,Record Length,2000
-3.17400 ,-1.44000 ,,,Gating,0.0% to 100.0%
-3.17100 ,-1.36000 ,,,Probe Attenuation,10
-3.16800 ,-1.36000 ,,,Vertical Units,V
-3.16500 ,-1.44000 ,,,Vertical Offset,0
-3.16200 ,-1.36000 ,,,Vertical Scale,2
-3.15800 ,-1.44000 ,,,Label,
-3.15500 ,-1.44000 ,,,,
-3.15200 ,-1.44000 ,,,,
-3.14900 ,-1.44000 ,,,,
-3.14600 ,-1.44000 ,,,,
-3.14200 ,-1.44000 ,,,,
-3.13900 ,-1.44000 ,,,,
-3.13600 ,-1.44000 ,,,,
-3.13300 ,-1.44000 ,,,,
-3.13000 ,-1.44000 ,,,,
-3.12600 ,-1.44000 ,,,,
-3.12300 ,-1.52000 ,,,,
-3.12000 ,-1.44000 ,,,,
-3.11700 ,-1.44000 ,,,,
-3.11400 ,-1.44000 ,,,,
-3.11000 ,-1.52000 ,,,,
-3.10700 ,-1.52000 ,,,,
-3.10400 ,-1.52000 ,,,,
-3.10100 ,-1.60000 ,,,,
-3.09800 ,-1.60000 ,,,,
-3.09400 ,-1.60000 ,,,,
-3.09100 ,-1.68000 ,,,,
-3.08800 ,-1.68000 ,,,,
-3.08500 ,-1.68000 ,,,,
-3.08200 ,-1.76000 ,,,,
-3.07800 ,-1.76000 ,,,,
-3.07500 ,-1.84000 ,,,,
-3.07200 ,-1.84000 ,,,,
-3.06900 ,-1.84000 ,,,,
-3.06600 ,-1.92000 ,,,,
-3.06200 ,-1.92000 ,,,,
-3.05900 ,-1.92000 ,,,,
-3.05600 ,-1.92000 ,,,,
-3.05300 ,-1.92000 ,,,,
-3.05000 ,-2.00000 ,,,,
-3.04600 ,-2.00000 ,,,,
-3.04300 ,-2.00000 ,,,,
-3.04000 ,-2.08000 ,,,,
-3.03700 ,-2.00000 ,,,,
-3.03400 ,-2.00000 ,,,,
-3.03000 ,-2.08000 ,,,,
-3.02700 ,-2.08000 ,,,,
-3.02400 ,-2.08000 ,,,,
-3.02100 ,-2.08000 ,,,,
-3.01800 ,-2.08000 ,,,,
-3.01400 ,-2.16000 ,,,,
-3.01100 ,-2.08000 ,,,,
-3.00800 ,-2.08000 ,,,,
-3.00500 ,-2.16000 ,,,,
-3.00200 ,-2.24000 ,,,,
-2.99800 ,-2.16000 ,,,,
-2.99500 ,-2.24000 ,,,,
